"","x"
"1","Ethnographic,LR,Cultivar1,Cultivar2,ethnoWild,KnownAdmix,MexLR,WildMex,IA,KS,NB,ND,SD,MO,OK,AR,WY,IL,MB,SK,argophyllus,niveus,fallax,petiolaris,NM,NV,TX,UT,CO,AZ,CA"
